Id,Status
Addam-Marbrand,Recovered
Brynden-Tully,Recovered
Cersei-Lannister,Recovered
Gyles-Rosby,Recovered
Jaime-Lannister,Recovered
Jalabhar-Xho,Infected
Joffrey-Baratheon,Infected
Kevan-Lannister,Infected
Lyle-Crakehall,Suceptible
Oberyn-Martell,Recovered
Tyrion-Lannister,Recovered
Tywin-Lannister,Recovered
Varys,Recovered
Aegon-Frey-(son-of-Stevron),Suceptible
Catelyn-Stark,Dead
Robb-Stark,Dead
Stevron-Frey,Suceptible
Walder-Frey,Dead
Aegon-I-Targaryen,Suceptible
Daenerys-Targaryen,Recovered
Eddard-Stark,Infected
Harren-Hoare,Suceptible
Nan,Suceptible
Rhaenys-Targaryen,Suceptible
Stannis-Baratheon,Infected
Torrhen-Stark,Suceptible
Visenya-Targaryen,Suceptible
Aegon-Targaryen-(son-of-Rhaegar),Infected
Elia-Martell,Infected
Franklyn-Flowers,Infected
Haldon,Recovered
Harry-Strickland,Suceptible
Jon-Connington,Suceptible
Lemore,Suceptible
Rhaegar-Targaryen,Recovered
Rhaenys-Targaryen-(daughter-of-Rhaegar),Suceptible
Rolly-Duckfield,Infected
Viserys-Targaryen,Suceptible
Yandry,Recovered
Ysilla,Recovered
Aegon-V-Targaryen,Suceptible
Aemon-Targaryen-(Maester-Aemon),Suceptible
Aemon-Targaryen-(Dragonknight),Infected
Alleras,Suceptible
Alliser-Thorne,Infected
Bowen-Marsh,Dead
Chett,Suceptible
Clydas,Recovered
Cotter-Pyke,Suceptible
Daeron-II-Targaryen,Suceptible
Dareon,Recovered
Denys-Mallister,Suceptible
Donal-Noye,Suceptible
Eddison-Tollett,Infected
Gilly,Infected
Grenn,Infected
Hobb,Dead
Janos-Slynt,Recovered
Jeor-Mormont,Recovered
Jon-Snow,Recovered
Maekar-I-Targaryen,Suceptible
Mance-Rayder,Infected
Owen,Suceptible
Pypar,Recovered
Robert-Baratheon,Dead
Samwell-Tarly,Infected
Wynton-Stout,Suceptible
Aenys-Frey,Suceptible
Arya-Stark,Infected
Hosteen-Frey,Suceptible
Theon-Greyjoy,Infected
Wyman-Manderly,Recovered
Aeron-Greyjoy,Suceptible
Asha-Greyjoy,Infected
Baelor-Blacktyde,Suceptible
Balon-Greyjoy,Suceptible
Dagmer,Infected
Dunstan-Drumm,Suceptible
Emmond,Suceptible
Euron-Greyjoy,Suceptible
Gormond-Goodbrother,Suceptible
Gorold-Goodbrother,Suceptible
Greydon-Goodbrother,Suceptible
Meldred-Merlyn,Infected
Murenmure,Suceptible
Rus,Suceptible
Victarion-Greyjoy,Infected
Aerys-I-Targaryen,Suceptible
Aerys-II-Targaryen,Infected
Arthur-Dayne,Infected
Barristan-Selmy,Recovered
Brandon-Stark,Recovered
Brienne-of-Tarth,Dead
Denys-Darklyn,Suceptible
Elbert-Arryn,Suceptible
Gerold-Hightower,Infected
Jon-Arryn,Infected
Owen-Merryweather,Recovered
Rossart,Suceptible
Aggar,Suceptible
Gariss,Suceptible
Gelmarr,Suceptible
Gynir,Suceptible
Ramsay-Snow,Recovered
Aggo,Infected
Belwas,Infected
Daario-Naharis,Infected
Drogo,Infected
Grey-Worm,Infected
Jhogo,Infected
Jorah-Mormont,Infected
Quaro,Suceptible
Rakharo,Suceptible
Alayaya,Infected
Bronn,Dead
Dancy,Suceptible
Albett,Recovered
Halder,Recovered
Rast,Suceptible
Alebelly,Suceptible
Bran-Stark,Recovered
Hayhead,Suceptible
Jojen-Reed,Dead
Mikken,Suceptible
Alerie-Hightower,Suceptible
Mace-Tyrell,Recovered
Margaery-Tyrell,Recovered
Alester-Florent,Recovered
Axell-Florent,Suceptible
Cortnay-Penrose,Infected
Davos-Seaworth,Recovered
Lamprey,Suceptible
Renly-Baratheon,Recovered
Selyse-Florent,Infected
Alla-Tyrell,Suceptible
Elinor-Tyrell,Suceptible
Megga-Tyrell,Suceptible
Osney-Kettleblack,Infected
Sansa-Stark,Recovered
Allar-Deem,Suceptible
Allard-Seaworth,Suceptible
Marya-Seaworth,Suceptible
Armen,Suceptible
Leo-Tyrell,Suceptible
Marwyn,Suceptible
Mollander,Suceptible
Pate-(novice),Suceptible
Roone,Suceptible
Qhorin-Halfhand,Suceptible
Alyn,Suceptible
Harwin,Suceptible
Jory-Cassel,Recovered
Tomard,Infected
Alys-Arryn,Infected
Elys-Waynwood,Suceptible
Alys-Karstark,Suceptible
Melisandre,Recovered
Sigorn,Infected
Alysane-Mormont,Suceptible
Justin-Massey,Suceptible
Amabel,Dead
Harra,Infected
Amerei-Frey,Infected
Lancel-Lannister,Recovered
Amory-Lorch,Dead
Chiswyck,Suceptible
Dunsen,Infected
Gendry,Infected
Gregor-Clegane,Infected
Hot-Pie,Recovered
Ilyn-Payne,Dead
Meryn-Trant,Infected
Polliver,Infected
Rafford,Infected
Roose-Bolton,Infected
Sandor-Clegane,Infected
Tickler,Recovered
Vargo-Hoat,Recovered
Yoren,Infected
Anders-Yronwood,Suceptible
Quentyn-Martell,Recovered
Andrew-Estermont,Suceptible
Edric-Storm,Dead
Gerald-Gower,Suceptible
Andrey-Dalt,Suceptible
Arianne-Martell,Recovered
Garin-(orphan),Suceptible
Myrcella-Baratheon,Recovered
Sylva-Santagar,Recovered
Tyene-Sand,Dead
Anguy,Suceptible
Beric-Dondarrion,Recovered
Greenbeard,Suceptible
Husband,Suceptible
Lem,Suceptible
Sharna,Suceptible
Tom-of-Sevenstreams,Infected
Anya-Waynwood,Suceptible
Benedar-Belmore,Suceptible
Gilwood-Hunter,Suceptible
Harrold-Hardyng,Suceptible
Horton-Redfort,Suceptible
Petyr-Baelish,Recovered
Symond-Templeton,Suceptible
Yohn-Royce,Recovered
Archibald-Yronwood,Suceptible
Cletus-Yronwood,Suceptible
Gerris-Drinkwater,Suceptible
Tattered-Prince,Recovered
Ardrian-Celtigar,Suceptible
Monford-Velaryon,Suceptible
Areo-Hotah,Suceptible
Arys-Oakheart,Infected
Balon-Swann,Recovered
Caleotte,Suceptible
Doran-Martell,Dead
Ellaria-Sand,Suceptible
Obara-Sand,Recovered
Cedra,Suceptible
Franklyn-Fowler,Suceptible
Gerold-Dayne,Infected
Mellei,Suceptible
Morra,Suceptible
Ricasso,Suceptible
Timoth,Suceptible
Arnolf-Karstark,Suceptible
Arthor-Karstark,Suceptible
Mors-Umber,Suceptible
Rickard-Karstark,Infected
Aron-Santagar,Recovered
Arron,Suceptible
Emrick,Suceptible
Hareth-(Moles-Town),Suceptible
Satin,Infected
Arson,Suceptible
Arstan,Infected
Illyrio-Mopatis,Infected
Jhiqui,Infected
Kraznys-mo-Nakloz,Suceptible
Mero,Infected
Lewyn-Martell,Suceptible
Smiling-Knight,Suceptible
Arwyn-Oakheart,Suceptible
Randyll-Tarly,Infected
Bellegere-Otherys,Suceptible
Benjen-Stark,Recovered
