Id,Status
Addam-Marbrand,Infected
Brynden-Tully,Recovered
Cersei-Lannister,Recovered
Gyles-Rosby,Recovered
Jaime-Lannister,Infected
Jalabhar-Xho,Recovered
Joffrey-Baratheon,Recovered
Kevan-Lannister,Recovered
Lyle-Crakehall,Infected
Oberyn-Martell,Dead
Tyrion-Lannister,Recovered
Tywin-Lannister,Infected
Varys,Recovered
Aegon-Frey-(son-of-Stevron),Infected
Catelyn-Stark,Infected
Robb-Stark,Infected
Stevron-Frey,Infected
Walder-Frey,Infected
Aegon-I-Targaryen,Infected
Daenerys-Targaryen,Recovered
Eddard-Stark,Recovered
Harren-Hoare,Infected
Nan,Infected
Rhaenys-Targaryen,Recovered
Stannis-Baratheon,Recovered
Torrhen-Stark,Infected
Visenya-Targaryen,Suceptible
Aegon-Targaryen-(son-of-Rhaegar),Recovered
Elia-Martell,Dead
Franklyn-Flowers,Infected
Haldon,Infected
Harry-Strickland,Suceptible
Jon-Connington,Dead
Lemore,Recovered
Rhaegar-Targaryen,Dead
Rhaenys-Targaryen-(daughter-of-Rhaegar),Infected
Rolly-Duckfield,Recovered
Viserys-Targaryen,Dead
Yandry,Dead
Ysilla,Infected
Aegon-V-Targaryen,Suceptible
Aemon-Targaryen-(Maester-Aemon),Infected
Aemon-Targaryen-(Dragonknight),Recovered
Alleras,Recovered
Alliser-Thorne,Recovered
Bowen-Marsh,Infected
Chett,Recovered
Clydas,Infected
Cotter-Pyke,Infected
Daeron-II-Targaryen,Recovered
Dareon,Recovered
Denys-Mallister,Infected
Donal-Noye,Recovered
Eddison-Tollett,Infected
Gilly,Infected
Grenn,Infected
Hobb,Recovered
Janos-Slynt,Infected
Jeor-Mormont,Infected
Jon-Snow,Dead
Maekar-I-Targaryen,Infected
Mance-Rayder,Infected
Owen,Infected
Pypar,Infected
Robert-Baratheon,Recovered
Samwell-Tarly,Recovered
Wynton-Stout,Infected
Aenys-Frey,Recovered
Arya-Stark,Dead
Hosteen-Frey,Recovered
Theon-Greyjoy,Recovered
Wyman-Manderly,Infected
Aeron-Greyjoy,Recovered
Asha-Greyjoy,Infected
Baelor-Blacktyde,Infected
Balon-Greyjoy,Infected
Dagmer,Infected
Dunstan-Drumm,Infected
Emmond,Suceptible
Euron-Greyjoy,Dead
Gormond-Goodbrother,Suceptible
Gorold-Goodbrother,Suceptible
Greydon-Goodbrother,Suceptible
Meldred-Merlyn,Recovered
Murenmure,Infected
Rus,Suceptible
Victarion-Greyjoy,Dead
Aerys-I-Targaryen,Suceptible
Aerys-II-Targaryen,Infected
Arthur-Dayne,Infected
Barristan-Selmy,Infected
Brandon-Stark,Infected
Brienne-of-Tarth,Dead
Denys-Darklyn,Infected
Elbert-Arryn,Infected
Gerold-Hightower,Dead
Jon-Arryn,Recovered
Owen-Merryweather,Infected
Rossart,Infected
Aggar,Recovered
Gariss,Infected
Gelmarr,Infected
Gynir,Infected
Ramsay-Snow,Infected
Aggo,Recovered
Belwas,Dead
Daario-Naharis,Infected
Drogo,Recovered
Grey-Worm,Recovered
Jhogo,Infected
Jorah-Mormont,Infected
Quaro,Recovered
Rakharo,Dead
Alayaya,Dead
Bronn,Infected
Dancy,Suceptible
Albett,Infected
Halder,Dead
Rast,Infected
Alebelly,Infected
Bran-Stark,Recovered
Hayhead,Suceptible
Jojen-Reed,Dead
Mikken,Recovered
Alerie-Hightower,Infected
Mace-Tyrell,Infected
Margaery-Tyrell,Infected
Alester-Florent,Infected
Axell-Florent,Infected
Cortnay-Penrose,Infected
Davos-Seaworth,Recovered
Lamprey,Recovered
Renly-Baratheon,Recovered
Selyse-Florent,Infected
Alla-Tyrell,Infected
Elinor-Tyrell,Recovered
Megga-Tyrell,Dead
Osney-Kettleblack,Recovered
Sansa-Stark,Recovered
Allar-Deem,Infected
Allard-Seaworth,Recovered
Marya-Seaworth,Infected
Armen,Infected
Leo-Tyrell,Infected
Marwyn,Infected
Mollander,Infected
Pate-(novice),Infected
Roone,Infected
Qhorin-Halfhand,Infected
Alyn,Recovered
Harwin,Infected
Jory-Cassel,Dead
Tomard,Recovered
Alys-Arryn,Recovered
Elys-Waynwood,Suceptible
Alys-Karstark,Recovered
Melisandre,Recovered
Sigorn,Infected
Alysane-Mormont,Infected
Justin-Massey,Recovered
Amabel,Recovered
Harra,Recovered
Amerei-Frey,Infected
Lancel-Lannister,Dead
Amory-Lorch,Infected
Chiswyck,Infected
Dunsen,Dead
Gendry,Infected
Gregor-Clegane,Recovered
Hot-Pie,Infected
Ilyn-Payne,Recovered
Meryn-Trant,Infected
Polliver,Dead
Rafford,Infected
Roose-Bolton,Infected
Sandor-Clegane,Dead
Tickler,Recovered
Vargo-Hoat,Recovered
Yoren,Recovered
Anders-Yronwood,Recovered
Quentyn-Martell,Infected
Andrew-Estermont,Infected
Edric-Storm,Infected
Gerald-Gower,Infected
Andrey-Dalt,Infected
Arianne-Martell,Recovered
Garin-(orphan),Infected
Myrcella-Baratheon,Infected
Sylva-Santagar,Recovered
Tyene-Sand,Infected
Anguy,Infected
Beric-Dondarrion,Dead
Greenbeard,Recovered
Husband,Infected
Lem,Infected
Sharna,Recovered
Tom-of-Sevenstreams,Dead
Anya-Waynwood,Dead
Benedar-Belmore,Recovered
Gilwood-Hunter,Infected
Harrold-Hardyng,Recovered
Horton-Redfort,Recovered
Petyr-Baelish,Dead
Symond-Templeton,Infected
Yohn-Royce,Infected
Archibald-Yronwood,Infected
Cletus-Yronwood,Infected
Gerris-Drinkwater,Recovered
Tattered-Prince,Dead
Ardrian-Celtigar,Suceptible
Monford-Velaryon,Recovered
Areo-Hotah,Infected
Arys-Oakheart,Infected
Balon-Swann,Recovered
Caleotte,Recovered
Doran-Martell,Infected
Ellaria-Sand,Infected
Obara-Sand,Recovered
Cedra,Recovered
Franklyn-Fowler,Dead
